RSSI,xCoordinate,distanceStdDevM,BSSID,distance,yCoordinate,numAttemptedMeasurements,zCoordinate,time,rangingTimestampMillis,SSID,numSuccessfulMeasurements
-66,1.15,0.208,58:cb:52:d1:81:b6,7.553,5.52,8,0.8,1676375128043,565588842,FTM_responder_3,7
-68,1.15,0.155,58:cb:52:d1:81:b6,7.849,5.52,8,0.8,1676375128273,565589086,FTM_responder_3,7
-68,1.15,0.161,58:cb:52:d1:81:b6,7.696,5.52,8,0.8,1676375128461,565589273,FTM_responder_3,7
-66,1.15,0.249,58:cb:52:d1:81:b6,6.856,5.52,8,0.8,1676375128647,565589462,FTM_responder_3,7
-68,1.15,0.748,58:cb:52:d1:81:b6,7.253,5.52,8,0.8,1676375128866,565589670,FTM_responder_3,7
-65,1.15,1.177,58:cb:52:d1:81:b6,7.256,5.52,8,0.8,1676375129061,565589874,FTM_responder_3,7
-66,1.15,0.281,58:cb:52:d1:81:b6,6.906,5.52,8,0.8,1676375129269,565590068,FTM_responder_3,7
-65,1.15,0.185,58:cb:52:d1:81:b6,6.998,5.52,8,0.8,1676375129478,565590269,FTM_responder_3,7
-64,1.15,0.496,58:cb:52:d1:81:b6,7.378,5.52,8,0.8,1676375129673,565590472,FTM_responder_3,7
-66,1.15,0.496,58:cb:52:d1:81:b6,7.378,5.52,8,0.8,1676375129910,565590678,FTM_responder_3,7
-66,1.15,0.494,58:cb:52:d1:81:b6,7.293,5.52,8,0.8,1676375130085,565590861,FTM_responder_3,7
-65,1.15,0.613,58:cb:52:d1:81:b6,7.204,5.52,8,0.8,1676375130280,565591041,FTM_responder_3,7
-65,1.15,0.396,58:cb:52:d1:81:b6,7.146,5.52,8,0.8,1676375130434,565591224,FTM_responder_3,7
-65,1.15,0.258,58:cb:52:d1:81:b6,7.122,5.52,8,0.8,1676375130697,565591486,FTM_responder_3,7
-65,1.15,0.298,58:cb:52:d1:81:b6,7.167,5.52,8,0.8,1676375130869,565591638,FTM_responder_3,7
