RSSI,xCoordinate,distanceStdDevM,BSSID,distance,yCoordinate,numAttemptedMeasurements,zCoordinate,time,rangingTimestampMillis,SSID,numSuccessfulMeasurements
-69,8.4,1.141,b0:6a:41:87:65:95,6.984,0.0,8,0.0,1676374832415,565293220,FTM_responder_10,7
-76,8.4,0.404,b0:6a:41:87:65:95,6.984,0.0,8,0.0,1676374832644,565293463,FTM_responder_10,7
-74,8.4,0.979,b0:6a:41:87:65:95,6.996,0.0,8,0.0,1676374832876,565293694,FTM_responder_10,7
-73,8.4,1.213,b0:6a:41:87:65:95,7.028,0.0,8,0.0,1676374833080,565293901,FTM_responder_10,7
-72,8.4,0.986,b0:6a:41:87:65:95,6.946,0.0,8,0.0,1676374833307,565294121,FTM_responder_10,7
-72,8.4,0.899,b0:6a:41:87:65:95,7.153,0.0,8,0.0,1676374833509,565294318,FTM_responder_10,7
-74,8.4,0.94,b0:6a:41:87:65:95,7.156,0.0,8,0.0,1676374833711,565294525,FTM_responder_10,7
-74,8.4,0.865,b0:6a:41:87:65:95,7.303,0.0,8,0.0,1676374833915,565294731,FTM_responder_10,7
-72,8.4,0.895,b0:6a:41:87:65:95,7.028,0.0,8,0.0,1676374834127,565294942,FTM_responder_10,7
-72,8.4,1.09,b0:6a:41:87:65:95,6.918,0.0,8,0.0,1676374834351,565295155,FTM_responder_10,7
-73,8.4,1.117,b0:6a:41:87:65:95,7.024,0.0,8,0.0,1676374834580,565295356,FTM_responder_10,7
-75,8.4,1.077,b0:6a:41:87:65:95,7.15,0.0,8,0.0,1676374834792,565295564,FTM_responder_10,7
-72,8.4,0.939,b0:6a:41:87:65:95,7.184,0.0,8,0.0,1676374835012,565295779,FTM_responder_10,7
-75,8.4,1.296,b0:6a:41:87:65:95,6.987,0.0,8,0.0,1676374835200,565295990,FTM_responder_10,7
-73,8.4,1.127,b0:6a:41:87:65:95,7.225,0.0,8,0.0,1676374835421,565296215,FTM_responder_10,7
-73,8.4,1.254,b0:6a:41:87:65:95,7.096,0.0,8,0.0,1676374835652,565296429,FTM_responder_10,7
-72,8.4,0.975,b0:6a:41:87:65:95,7.156,0.0,8,0.0,1676374835897,565296636,FTM_responder_10,7
-71,8.4,0.911,b0:6a:41:87:65:95,7.146,0.0,8,0.0,1676374836128,565296854,FTM_responder_10,7
-69,8.4,0.906,b0:6a:41:87:65:95,7.196,0.0,8,0.0,1676374836376,565297067,FTM_responder_10,7
-72,8.4,1.038,b0:6a:41:87:65:95,7.078,0.0,8,0.0,1676374836518,565297261,FTM_responder_10,7
-74,8.4,1.173,b0:6a:41:87:65:95,6.834,0.0,8,0.0,1676374836693,565297483,FTM_responder_10,7
-74,8.4,1.061,b0:6a:41:87:65:95,7.059,0.0,8,0.0,1676374836976,565297695,FTM_responder_10,7
-70,8.4,0.874,b0:6a:41:87:65:95,7.312,0.0,8,0.0,1676374837191,565297896,FTM_responder_10,7
-72,8.4,0.902,b0:6a:41:87:65:95,7.068,0.0,8,0.0,1676374837415,565298097,FTM_responder_10,7
-73,8.4,0.853,b0:6a:41:87:65:95,7.212,0.0,8,0.0,1676374837594,565298306,FTM_responder_10,7
-73,8.4,0.76,b0:6a:41:87:65:95,7.284,0.0,8,0.0,1676374837747,565298513,FTM_responder_10,7
-74,8.4,0.548,b0:6a:41:87:65:95,7.156,0.0,8,0.0,1676374837974,565298718,FTM_responder_10,7
-73,8.4,0.942,b0:6a:41:87:65:95,7.174,0.0,8,0.0,1676374838204,565298934,FTM_responder_10,7
-75,8.4,1.029,b0:6a:41:87:65:95,6.834,0.0,8,0.0,1676374838421,565299143,FTM_responder_10,7
-73,8.4,1.068,b0:6a:41:87:65:95,6.996,0.0,8,0.0,1676374838728,565299350,FTM_responder_10,7
-71,8.4,0.953,b0:6a:41:87:65:95,6.996,0.0,8,0.0,1676374838884,565299549,FTM_responder_10,7
-71,8.4,0.955,b0:6a:41:87:65:95,7.074,0.0,8,0.0,1676374839035,565299760,FTM_responder_10,7
-73,8.4,0.823,b0:6a:41:87:65:95,7.209,0.0,8,0.0,1676374839283,565299976,FTM_responder_10,7
-70,8.4,1.068,b0:6a:41:87:65:95,6.996,0.0,8,0.0,1676374839576,565300185,FTM_responder_10,7
-71,8.4,0.889,b0:6a:41:87:65:95,6.953,0.0,8,0.0,1676374839678,565300384,FTM_responder_10,7
-72,8.4,0.823,b0:6a:41:87:65:95,7.05,0.0,8,0.0,1676374839980,565300596,FTM_responder_10,7
-70,8.4,0.905,b0:6a:41:87:65:95,6.909,0.0,8,0.0,1676374840140,565300805,FTM_responder_10,7
-70,8.4,0.991,b0:6a:41:87:65:95,7.078,0.0,8,0.0,1676374840291,565301029,FTM_responder_10,7
-74,8.4,1.015,b0:6a:41:87:65:95,6.834,0.0,8,0.0,1676374840586,565301232,FTM_responder_10,7
-73,8.4,1.129,b0:6a:41:87:65:95,6.956,0.0,8,0.0,1676374840749,565301426,FTM_responder_10,7
-73,8.4,0.975,b0:6a:41:87:65:95,6.909,0.0,8,0.0,1676374841012,565301637,FTM_responder_10,7
