RSSI,xCoordinate,distanceStdDevM,BSSID,distance,yCoordinate,numAttemptedMeasurements,zCoordinate,time,rangingTimestampMillis,SSID,numSuccessfulMeasurements
-70,3.74,1.707,b0:6a:41:dc:d1:74,3.52,0.0,8,0.8,1676373886231,564347008,FTM_responder_13,7
-70,3.74,0.151,b0:6a:41:dc:d1:74,4.768,0.0,8,0.8,1676373886461,564347241,FTM_responder_13,7
-68,3.74,0.473,b0:6a:41:dc:d1:74,4.865,0.0,8,0.8,1676373886655,564347433,FTM_responder_13,7
-71,3.74,0.12,b0:6a:41:dc:d1:74,4.771,0.0,8,0.8,1676373886807,564347614,FTM_responder_13,7
-71,3.74,0.058,b0:6a:41:dc:d1:74,5.034,0.0,8,0.8,1676373887021,564347815,FTM_responder_13,7
-69,3.74,0.202,b0:6a:41:dc:d1:74,4.696,0.0,8,0.8,1676373887249,564348024,FTM_responder_13,7
-70,3.74,0.127,b0:6a:41:dc:d1:74,4.931,0.0,8,0.8,1676373887428,564348221,FTM_responder_13,7
-68,3.74,0.234,b0:6a:41:dc:d1:74,5.096,0.0,8,0.8,1676373887656,564348432,FTM_responder_13,7
-72,3.74,0.42,b0:6a:41:dc:d1:74,5.315,0.0,8,0.8,1676373887919,564348642,FTM_responder_13,7
-73,3.74,0.187,b0:6a:41:dc:d1:74,5.281,0.0,8,0.8,1676373888049,564348836,FTM_responder_13,7
-66,3.74,0.432,b0:6a:41:dc:d1:74,5.534,0.0,8,0.8,1676373888250,564349020,FTM_responder_13,7
-69,3.74,0.148,b0:6a:41:dc:d1:74,5.371,0.0,8,0.8,1676373888431,564349189,FTM_responder_13,7
-70,3.74,0.295,b0:6a:41:dc:d1:74,5.118,0.0,8,0.8,1676373888655,564349371,FTM_responder_13,7
-70,3.74,0.354,b0:6a:41:dc:d1:74,5.349,0.0,8,0.8,1676373888797,564349558,FTM_responder_13,7
-73,3.74,0.837,b0:6a:41:dc:d1:74,5.121,0.0,8,0.8,1676373888954,564349697,FTM_responder_13,7
-73,3.74,0.767,b0:6a:41:dc:d1:74,5.081,0.0,8,0.8,1676373889129,564349871,FTM_responder_13,7
-74,3.74,0.733,b0:6a:41:dc:d1:74,5.034,0.0,8,0.8,1676373889328,564350046,FTM_responder_13,7
-70,3.74,0.161,b0:6a:41:dc:d1:74,5.484,0.0,8,0.8,1676373889556,564350231,FTM_responder_13,7
-70,3.74,0.304,b0:6a:41:dc:d1:74,5.296,0.0,8,0.8,1676373889696,564350492,FTM_responder_13,7
-72,3.74,2.059,b0:6a:41:dc:d1:74,5.349,0.0,8,0.8,1676373889989,564350743,FTM_responder_13,7
-70,3.74,0.383,b0:6a:41:dc:d1:74,5.4,0.0,8,0.8,1676373890359,564351002,FTM_responder_13,7
-71,3.74,0.472,b0:6a:41:dc:d1:74,5.146,0.0,8,0.8,1676373890615,564351261,FTM_responder_13,7
-70,3.74,0.219,b0:6a:41:dc:d1:74,5.303,0.0,8,0.8,1676373890708,564351438,FTM_responder_13,7
-68,3.74,0.168,b0:6a:41:dc:d1:74,5.312,0.0,8,0.8,1676373890948,564351699,FTM_responder_13,7
-67,3.74,0.138,b0:6a:41:dc:d1:74,5.434,0.0,8,0.8,1676373891293,564351969,FTM_responder_13,7
-68,3.74,0.214,b0:6a:41:dc:d1:74,5.221,0.0,8,0.8,1676373891524,564352157,FTM_responder_13,7
-69,3.74,0.395,b0:6a:41:dc:d1:74,5.162,0.0,8,0.8,1676373891789,564352405,FTM_responder_13,7
-70,3.74,0.447,b0:6a:41:dc:d1:74,5.034,0.0,8,0.8,1676373892097,564352655,FTM_responder_13,7
-69,3.74,0.424,b0:6a:41:dc:d1:74,5.084,0.0,8,0.8,1676373892190,564352914,FTM_responder_13,7
-69,3.74,0.247,b0:6a:41:dc:d1:74,5.321,0.0,8,0.8,1676373892398,564353113,FTM_responder_13,7
-68,3.74,0.287,b0:6a:41:dc:d1:74,5.112,0.0,8,0.8,1676373892629,564353364,FTM_responder_13,7
-69,3.74,0.223,b0:6a:41:dc:d1:74,5.265,0.0,8,0.8,1676373892903,564353551,FTM_responder_13,7
