RSSI,xCoordinate,distanceStdDevM,BSSID,distance,yCoordinate,numAttemptedMeasurements,zCoordinate,time,rangingTimestampMillis,SSID,numSuccessfulMeasurements
-76,1.15,0.177,58:cb:52:d1:81:b6,7.821,5.52,8,0.8,1676377875069,568335867,FTM_responder_3,7
-74,1.15,0.318,58:cb:52:d1:81:b6,7.87,5.52,8,0.8,1676377875278,568336092,FTM_responder_3,7
-76,1.15,0.68,58:cb:52:d1:81:b6,8.359,5.52,8,0.8,1676377875461,568336278,FTM_responder_3,7
-74,1.15,0.463,58:cb:52:d1:81:b6,7.785,5.52,8,0.8,1676377875649,568336467,FTM_responder_3,7
-73,1.15,0.291,58:cb:52:d1:81:b6,8.114,5.52,8,0.8,1676377875839,568336652,FTM_responder_3,7
-74,1.15,1.429,58:cb:52:d1:81:b6,8.156,5.52,8,0.8,1676377876060,568336848,FTM_responder_3,7
-74,1.15,1.001,58:cb:52:d1:81:b6,8.353,5.52,8,0.8,1676377876257,568337053,FTM_responder_3,7
-74,1.15,0.469,58:cb:52:d1:81:b6,7.732,5.52,8,0.8,1676377876442,568337255,FTM_responder_3,7
-75,1.15,0.274,58:cb:52:d1:81:b6,7.816,5.52,8,0.8,1676377876677,568337463,FTM_responder_3,7
-74,1.15,0.536,58:cb:52:d1:81:b6,7.614,5.52,8,0.8,1676377876916,568337672,FTM_responder_3,7
-74,1.15,0.469,58:cb:52:d1:81:b6,7.582,5.52,8,0.8,1676377877117,568337871,FTM_responder_3,7
-75,1.15,0.519,58:cb:52:d1:81:b6,7.518,5.52,8,0.8,1676377877244,568338049,FTM_responder_3,7
-75,1.15,0.56,58:cb:52:d1:81:b6,7.516,5.52,8,0.8,1676377877511,568338251,FTM_responder_3,7
-75,1.15,0.478,58:cb:52:d1:81:b6,7.673,5.52,8,0.8,1676377877682,568338436,FTM_responder_3,7
-74,1.15,0.502,58:cb:52:d1:81:b6,7.345,5.52,8,0.8,1676377877893,568338640,FTM_responder_3,7
-74,1.15,0.448,58:cb:52:d1:81:b6,7.563,5.52,8,0.8,1676377878048,568338850,FTM_responder_3,7
-75,1.15,0.569,58:cb:52:d1:81:b6,7.497,5.52,8,0.8,1676377878333,568339039,FTM_responder_3,7
-75,1.15,0.383,58:cb:52:d1:81:b6,7.725,5.52,8,0.8,1676377878517,568339230,FTM_responder_3,7
-75,1.15,0.399,58:cb:52:d1:81:b6,7.732,5.52,8,0.8,1676377878742,568339413,FTM_responder_3,7
-75,1.15,0.965,58:cb:52:d1:81:b6,8.321,5.52,8,0.8,1676377878905,568339597,FTM_responder_3,7
-76,1.15,1.373,58:cb:52:d1:81:b6,8.471,5.52,8,0.8,1676377879066,568339799,FTM_responder_3,7
-76,1.15,1.296,58:cb:52:d1:81:b6,8.515,5.52,8,0.8,1676377879229,568340000,FTM_responder_3,7
-76,1.15,1.205,58:cb:52:d1:81:b6,8.475,5.52,8,0.8,1676377879429,568340188,FTM_responder_3,7
