RSSI,xCoordinate,distanceStdDevM,BSSID,distance,yCoordinate,numAttemptedMeasurements,zCoordinate,time,rangingTimestampMillis,SSID,numSuccessfulMeasurements
-66,0.0,0.415,38:8b:59:d2:8f:32,9.377,1.2,8,0.0,1676381528413,571989205,FTM_responder_0,7
-66,0.0,0.372,38:8b:59:d2:8f:32,9.288,1.2,8,0.0,1676381528655,571989457,FTM_responder_0,7
-66,0.0,0.392,38:8b:59:d2:8f:32,9.187,1.2,8,0.0,1676381528846,571989656,FTM_responder_0,7
-66,0.0,0.29,38:8b:59:d2:8f:32,9.194,1.2,8,0.0,1676381529040,571989854,FTM_responder_0,7
-67,0.0,0.058,38:8b:59:d2:8f:32,9.309,1.2,8,0.0,1676381529264,571990062,FTM_responder_0,7
-68,0.0,0.23,38:8b:59:d2:8f:32,9.171,1.2,8,0.0,1676381529452,571990261,FTM_responder_0,7
-69,0.0,0.303,38:8b:59:d2:8f:32,9.114,1.2,8,0.0,1676381529672,571990476,FTM_responder_0,7
-72,0.0,0.471,38:8b:59:d2:8f:32,9.288,1.2,8,0.0,1676381529902,571990689,FTM_responder_0,7
-69,0.0,0.304,38:8b:59:d2:8f:32,9.199,1.2,8,0.0,1676381530284,571991072,FTM_responder_0,7
-69,0.0,0.297,38:8b:59:d2:8f:32,9.285,1.2,8,0.0,1676381530496,571991275,FTM_responder_0,7
-69,0.0,0.176,38:8b:59:d2:8f:32,9.342,1.2,8,0.0,1676381530696,571991481,FTM_responder_0,7
-69,0.0,0.28,38:8b:59:d2:8f:32,9.257,1.2,8,0.0,1676381530895,571991687,FTM_responder_0,7
-69,0.0,0.274,38:8b:59:d2:8f:32,9.257,1.2,8,0.0,1676381531092,571991880,FTM_responder_0,7
-70,0.0,0.312,38:8b:59:d2:8f:32,9.276,1.2,8,0.0,1676381531310,571992071,FTM_responder_0,7
-69,0.0,0.181,38:8b:59:d2:8f:32,9.365,1.2,8,0.0,1676381531503,571992280,FTM_responder_0,7
-69,0.0,0.246,38:8b:59:d2:8f:32,9.363,1.2,8,0.0,1676381531753,571992485,FTM_responder_0,7
-70,0.0,0.265,38:8b:59:d2:8f:32,9.285,1.2,8,0.0,1676381531984,571992682,FTM_responder_0,7
-70,0.0,0.328,38:8b:59:d2:8f:32,9.311,1.2,8,0.0,1676381532122,571992883,FTM_responder_0,7
-69,0.0,0.405,38:8b:59:d2:8f:32,9.166,1.2,8,0.0,1676381532358,571993090,FTM_responder_0,7
-69,0.0,0.384,38:8b:59:d2:8f:32,9.107,1.2,8,0.0,1676381532573,571993300,FTM_responder_0,7
-68,0.0,0.127,38:8b:59:d2:8f:32,9.285,1.2,8,0.0,1676381532775,571993506,FTM_responder_0,7
-68,0.0,0.253,38:8b:59:d2:8f:32,9.276,1.2,8,0.0,1676381533002,571993715,FTM_responder_0,7
-68,0.0,0.309,38:8b:59:d2:8f:32,9.276,1.2,8,0.0,1676381533249,571993923,FTM_responder_0,7
-68,0.0,0.455,38:8b:59:d2:8f:32,9.163,1.2,8,0.0,1676381533406,571994132,FTM_responder_0,7
-67,0.0,0.386,38:8b:59:d2:8f:32,9.161,1.2,8,0.0,1676381533611,571994344,FTM_responder_0,7
-67,0.0,0.295,38:8b:59:d2:8f:32,9.278,1.2,8,0.0,1676381533842,571994540,FTM_responder_0,7
-67,0.0,0.368,38:8b:59:d2:8f:32,9.248,1.2,8,0.0,1676381534079,571994738,FTM_responder_0,7
-66,0.0,0.19,38:8b:59:d2:8f:32,9.313,1.2,8,0.0,1676381534193,571994906,FTM_responder_0,7
-67,0.0,0.215,38:8b:59:d2:8f:32,9.278,1.2,8,0.0,1676381534464,571995115,FTM_responder_0,7
-67,0.0,0.144,38:8b:59:d2:8f:32,9.398,1.2,8,0.0,1676381534579,571995305,FTM_responder_0,7
-67,0.0,0.241,38:8b:59:d2:8f:32,9.227,1.2,8,0.0,1676381534788,571995506,FTM_responder_0,7
-68,0.0,0.199,38:8b:59:d2:8f:32,9.253,1.2,8,0.0,1676381534944,571995696,FTM_responder_0,7
-68,0.0,0.166,38:8b:59:d2:8f:32,9.229,1.2,8,0.0,1676381535233,571995904,FTM_responder_0,7
-68,0.0,0.181,38:8b:59:d2:8f:32,9.199,1.2,8,0.0,1676381535433,571996082,FTM_responder_0,7
-68,0.0,0.168,38:8b:59:d2:8f:32,9.253,1.2,8,0.0,1676381535666,571996287,FTM_responder_0,7
-68,0.0,0.283,38:8b:59:d2:8f:32,9.224,1.2,8,0.0,1676381535780,571996488,FTM_responder_0,7
-68,0.0,0.208,38:8b:59:d2:8f:32,9.318,1.2,8,0.0,1676381535955,571996688,FTM_responder_0,7
-68,0.0,0.223,38:8b:59:d2:8f:32,9.344,1.2,8,0.0,1676381536211,571996885,FTM_responder_0,7
-67,0.0,0.267,38:8b:59:d2:8f:32,9.171,1.2,8,0.0,1676381536505,571997088,FTM_responder_0,7
-68,0.0,0.245,38:8b:59:d2:8f:32,9.046,1.2,8,0.0,1676381536641,571997288,FTM_responder_0,7
