RSSI,xCoordinate,distanceStdDevM,BSSID,distance,yCoordinate,numAttemptedMeasurements,zCoordinate,time,rangingTimestampMillis,SSID,numSuccessfulMeasurements
-63,5.0,0.138,b0:6a:41:87:64:98,7.068,3.0,8,0.73,1676374000577,564461367,FTM_responder_14,7
-65,5.0,0.205,b0:6a:41:87:64:98,7.303,3.0,8,0.73,1676374000805,564461608,FTM_responder_14,7
-66,5.0,0.083,b0:6a:41:87:64:98,7.396,3.0,8,0.73,1676374001001,564461804,FTM_responder_14,7
-65,5.0,0.149,b0:6a:41:87:64:98,7.211,3.0,8,0.73,1676374001190,564462000,FTM_responder_14,7
-65,5.0,0.241,b0:6a:41:87:64:98,7.075,3.0,8,0.73,1676374001391,564462202,FTM_responder_14,7
-65,5.0,0.214,b0:6a:41:87:64:98,7.113,3.0,8,0.73,1676374001608,564462406,FTM_responder_14,7
-66,5.0,0.138,b0:6a:41:87:64:98,7.16,3.0,8,0.73,1676374001797,564462603,FTM_responder_14,7
-68,5.0,0.398,b0:6a:41:87:64:98,6.67,3.0,8,0.73,1676374002044,564462806,FTM_responder_14,7
-69,5.0,0.196,b0:6a:41:87:64:98,7.082,3.0,8,0.73,1676374002241,564463000,FTM_responder_14,7
-68,5.0,0.158,b0:6a:41:87:64:98,7.01,3.0,8,0.73,1676374002413,564463210,FTM_responder_14,7
-68,5.0,0.111,b0:6a:41:87:64:98,7.284,3.0,8,0.73,1676374002631,564463409,FTM_responder_14,7
-74,5.0,0.746,b0:6a:41:87:64:98,7.321,3.0,8,0.73,1676374002824,564463614,FTM_responder_14,7
-75,5.0,0.612,b0:6a:41:87:64:98,7.212,3.0,8,0.73,1676374003056,564463823,FTM_responder_14,7
-74,5.0,0.583,b0:6a:41:87:64:98,7.259,3.0,8,0.73,1676374003309,564464032,FTM_responder_14,7
-75,5.0,0.346,b0:6a:41:87:64:98,7.443,3.0,8,0.73,1676374003488,564464238,FTM_responder_14,7
-74,5.0,0.177,b0:6a:41:87:64:98,7.459,3.0,8,0.73,1676374003662,564464439,FTM_responder_14,7
-72,5.0,0.465,b0:6a:41:87:64:98,7.215,3.0,8,0.73,1676374003884,564464651,FTM_responder_14,7
-73,5.0,0.442,b0:6a:41:87:64:98,7.143,3.0,8,0.73,1676374004167,564464871,FTM_responder_14,7
-73,5.0,0.375,b0:6a:41:87:64:98,7.324,3.0,8,0.73,1676374004345,564465077,FTM_responder_14,7
-71,5.0,0.319,b0:6a:41:87:64:98,7.425,3.0,8,0.73,1676374004543,564465281,FTM_responder_14,7
-73,5.0,0.329,b0:6a:41:87:64:98,7.421,3.0,8,0.73,1676374004785,564465493,FTM_responder_14,7
-74,5.0,0.289,b0:6a:41:87:64:98,7.421,3.0,8,0.73,1676374004988,564465693,FTM_responder_14,7
-73,5.0,0.358,b0:6a:41:87:64:98,7.378,3.0,8,0.73,1676374005154,564465912,FTM_responder_14,7
-73,5.0,0.372,b0:6a:41:87:64:98,7.415,3.0,8,0.73,1676374005345,564466119,FTM_responder_14,7
-73,5.0,0.3,b0:6a:41:87:64:98,7.449,3.0,8,0.73,1676374005572,564466327,FTM_responder_14,7
-72,5.0,0.37,b0:6a:41:87:64:98,7.381,3.0,8,0.73,1676374006137,564466695,FTM_responder_14,7
-73,5.0,0.281,b0:6a:41:87:64:98,7.459,3.0,8,0.73,1676374006170,564466900,FTM_responder_14,7
-72,5.0,0.371,b0:6a:41:87:64:98,7.387,3.0,8,0.73,1676374006345,564467101,FTM_responder_14,7
-73,5.0,0.315,b0:6a:41:87:64:98,7.465,3.0,8,0.73,1676374006580,564467304,FTM_responder_14,7
-73,5.0,0.283,b0:6a:41:87:64:98,7.449,3.0,8,0.73,1676374006863,564467506,FTM_responder_14,7
-73,5.0,0.307,b0:6a:41:87:64:98,7.453,3.0,8,0.73,1676374007013,564467700,FTM_responder_14,7
-74,5.0,0.259,b0:6a:41:87:64:98,7.465,3.0,8,0.73,1676374007214,564467880,FTM_responder_14,7
-72,5.0,0.224,b0:6a:41:87:64:98,7.537,3.0,8,0.73,1676374007510,564468065,FTM_responder_14,7
-74,5.0,0.277,b0:6a:41:87:64:98,7.456,3.0,8,0.73,1676374007552,564468327,FTM_responder_14,7
-74,5.0,0.292,b0:6a:41:87:64:98,7.415,3.0,8,0.73,1676374007819,564468582,FTM_responder_14,7
-74,5.0,0.234,b0:6a:41:87:64:98,7.49,3.0,8,0.73,1676374008151,564468843,FTM_responder_14,7
-74,5.0,0.314,b0:6a:41:87:64:98,7.412,3.0,8,0.73,1676374008553,564469103,FTM_responder_14,7
-73,5.0,0.328,b0:6a:41:87:64:98,7.425,3.0,8,0.73,1676374008655,564469355,FTM_responder_14,7
-73,5.0,0.349,b0:6a:41:87:64:98,7.374,3.0,8,0.73,1676374008881,564469534,FTM_responder_14,7
-72,5.0,0.328,b0:6a:41:87:64:98,7.462,3.0,8,0.73,1676374009032,564469717,FTM_responder_14,7
-73,5.0,0.389,b0:6a:41:87:64:98,7.384,3.0,8,0.73,1676374009278,564469897,FTM_responder_14,7
-73,5.0,0.383,b0:6a:41:87:64:98,7.418,3.0,8,0.73,1676374009304,564470043,FTM_responder_14,7
-73,5.0,0.423,b0:6a:41:87:64:98,7.296,3.0,8,0.73,1676374009698,564470202,FTM_responder_14,7
-72,5.0,0.385,b0:6a:41:87:64:98,7.418,3.0,8,0.73,1676374009774,564470461,FTM_responder_14,7
-73,5.0,0.358,b0:6a:41:87:64:98,7.462,3.0,8,0.73,1676374010112,564470711,FTM_responder_14,7
-73,5.0,0.294,b0:6a:41:87:64:98,7.371,3.0,8,0.73,1676374010492,564470985,FTM_responder_14,7
-73,5.0,0.313,b0:6a:41:87:64:98,7.337,3.0,8,0.73,1676374010549,564471247,FTM_responder_14,7
-73,5.0,0.331,b0:6a:41:87:64:98,7.334,3.0,8,0.73,1676374011056,564471509,FTM_responder_14,7
-73,5.0,0.322,b0:6a:41:87:64:98,7.384,3.0,8,0.73,1676374011122,564471769,FTM_responder_14,7
-72,5.0,0.302,b0:6a:41:87:64:98,7.384,3.0,8,0.73,1676374011438,564472021,FTM_responder_14,7
-73,5.0,0.412,b0:6a:41:87:64:98,7.296,3.0,8,0.73,1676374011606,564472277,FTM_responder_14,7
-73,5.0,0.29,b0:6a:41:87:64:98,7.334,3.0,8,0.73,1676374011967,564472540,FTM_responder_14,7
-73,5.0,0.286,b0:6a:41:87:64:98,7.409,3.0,8,0.73,1676374012071,564472748,FTM_responder_14,7
